主频道,#genre#
CCTV1,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv1
CCTV1,https://zby.130519.xyz/PLTV/11/224/3221225673/index.m3u8
CCTV1,https://zby.130519.xyz/PLTV/11/224/3221225723/index.m3u8
CCTV1,https://zby.130519.xyz/PLTV/11/224/3221225770/index.m3u8
CCTV1,https://zby.130519.xyz/PLTV/11/224/3221226163/index.m3u8
CCTV1,http://m.061899.xyz/mg/cctv1
CCTV1,http://go.bkpcp.top/mg/cctv1
CCTV1,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/cctv1hd265/51/20191230/01.m3u8?msisdn=4f89b0f1d885527a227fd4a636419cfe&mdspid=&spid=699004&netType=4&sid=2201057821&pid=2028597139&timestamp=20260307131034&Channel_ID=0116_2600031500-99000-200300140100004&ProgramID=608807420&ParentNodeID=-99&assertID=2201057821&client_ip=183.234.97.190&SecurityKey=20260307131034&promotionId=&mvid=2201057821&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=81ae3d1812809a342e0a4843ced676d3&sv=10004&ct=android&playUrlSsn=4f89b0f1d885527a227fd4a636419cfe1772860232260&prlId=4f89b0f1d885527a227fd4a636419cfe1772860232276&jid=4f89b0f1d885527a227fd4a636419cfe1772860231371V&is_advertise=0&sjid=subsession_1772860232685&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=d997282dfe2ae9307aa33f2abfcd5db7
CCTV1,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/cctv1hd265/51/20191230/01.m3u8?msisdn=4f89b0f1d885527a227fd4a636419cfe&mdspid=&spid=699004&netType=4&sid=2201057821&pid=2028597139&timestamp=20260307130725&Channel_ID=0116_2600031500-99000-200300140100004&ProgramID=608807420&ParentNodeID=-99&assertID=2201057821&client_ip=14.22.116.100&SecurityKey=20260307130725&promotionId=&mvid=2201057821&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=4c1a3ba1615e87255e496081bd468085&sv=10004&ct=android&playUrlSsn=4f89b0f1d885527a227fd4a636419cfe1772860042564&prlId=4f89b0f1d885527a227fd4a636419cfe1772860042575&jid=4f89b0f1d885527a227fd4a636419cfe1772860042145V&is_advertise=0&sjid=subsession_1772860043635&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=ddad7eb51ba10f2eb114c2f6dbba790e
CCTV1,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/cctv1hd265/51/20191230/01.m3u8?msisdn=4f89b0f1d885527a227fd4a636419cfe&mdspid=&spid=699004&netType=4&sid=2201057821&pid=2028597139&timestamp=20260307130300&Channel_ID=0116_2600031500-99000-200300140100004&ProgramID=608807420&ParentNodeID=-99&assertID=2201057821&client_ip=163.177.185.15&SecurityKey=20260307130300&promotionId=&mvid=2201057821&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=5f0eeb8d86764d1e10addd571b47d7c9&sv=10004&ct=android&playUrlSsn=4f89b0f1d885527a227fd4a636419cfe1772859777846&prlId=4f89b0f1d885527a227fd4a636419cfe1772859777853&jid=4f89b0f1d885527a227fd4a636419cfe1772859777435V&is_advertise=0&sjid=subsession_1772859778175&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=c8286cd8df90b730dedcdc7c6e1adb0d
CCTV1,http://120.76.248.139/live/bfgd/4200000484.m3u8
CCTV1,http://120.76.248.139/live/bfgd/4200000488.m3u8
CCTV1,http://120.76.248.139/live/bfgd/4200000489.m3u8
CCTV1,http://120.76.248.139/live/bfgd/4200000201.m3u8
CCTV1,http://221.7.175.154:8445/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0$å¹¿è¥¿åŒ—æµ·è�”é€š
CCTV1,http://221.205.207.120:9003/hls/1/index.m3u8$å±±è¥¿å¤ªå�Ÿè�”é€š
CCTV1,http://171.118.79.3:9003/hls/1/index.m3u8$å±±è¥¿å¤ªå�Ÿè�”é€š
CCTV1,http://117.161.12.116/live/program/live/cctv1hd8m/8000000/mnf.m3u8
CCTV1,http://120.224.178.16:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://111.160.17.2:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://124.128.73.58:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://123.182.60.29:9002/hls/1/index.m3u8$æ²³åŒ—ç”µä¿¡HD
CCTV1,http://116.9.204.242:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
